Código Ámbito,Ámbito,Código área,Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
RL,Tierra,ARG,Argentina,5110,Superficie,6661,Bosque,2009,2009,1000 ha,28914,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6661,Bosque,2010,2010,1000 ha,28596,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,ARG,Argentina,5110,Superficie,6661,Bosque,2011,2011,1000 ha,28299.2,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6661,Bosque,2012,2012,1000 ha,28002.4,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6661,Bosque,2013,2013,1000 ha,27705.6,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6661,Bosque,2014,2014,1000 ha,27408.8,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1990,1990,1000 ha,111311,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1991,1991,1000 ha,111509.3,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1992,1992,1000 ha,111707.6,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1993,1993,1000 ha,111905.9,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1994,1994,1000 ha,112101.2,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1995,1995,1000 ha,112297.5,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1996,1996,1000 ha,112493.8,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1997,1997,1000 ha,112694.1,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1998,1998,1000 ha,112892.4,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,1999,1999,1000 ha,113103.7,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2000,2000,1000 ha,113299,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2001,2001,1000 ha,113537.8,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2002,2002,1000 ha,113768.6,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2003,2003,1000 ha,111929.9,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2004,2004,1000 ha,108803.2,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2005,2005,1000 ha,105685.5,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2006,2006,1000 ha,102697,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2007,2007,1000 ha,100086,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2008,2008,1000 ha,100176,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2009,2009,1000 ha,100963,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2010,2010,1000 ha,97592,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2011,2011,1000 ha,97088.8,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2012,2012,1000 ha,96412.6,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2013,2013,1000 ha,96764.4,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6670,Otras tierras,2014,2014,1000 ha,97560.2,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1961,1961,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1962,1962,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1963,1963,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1964,1964,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1965,1965,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1966,1966,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1967,1967,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1968,1968,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1969,1969,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1970,1970,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1971,1971,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1972,1972,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1973,1973,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1974,1974,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1975,1975,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1976,1976,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1977,1977,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1978,1978,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1979,1979,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1980,1980,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1981,1981,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1982,1982,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1983,1983,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1984,1984,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1985,1985,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1986,1986,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1987,1987,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1988,1988,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1989,1989,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1990,1990,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1991,1991,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1992,1992,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1993,1993,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1994,1994,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1995,1995,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1996,1996,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1997,1997,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1998,1998,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,1999,1999,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2000,2000,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2001,2001,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2002,2002,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2003,2003,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2004,2004,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2005,2005,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2006,2006,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2007,2007,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2008,2008,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2009,2009,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2010,2010,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2011,2011,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2012,2012,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2013,2013,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,ARG,Argentina,5110,Superficie,6680,Agua interior,2014,2014,1000 ha,4371,Fm,Estimación Manual
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1961,1961,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1962,1962,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1963,1963,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1964,1964,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1965,1965,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1966,1966,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1967,1967,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1968,1968,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1969,1969,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1970,1970,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1971,1971,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1972,1972,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1973,1973,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1974,1974,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1975,1975,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1976,1976,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1977,1977,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1978,1978,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1979,1979,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1980,1980,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1981,1981,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1982,1982,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1983,1983,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1984,1984,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1985,1985,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1986,1986,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1987,1987,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1988,1988,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1989,1989,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
RL,Tierra,BLZ,Belice,5110,Superficie,6600,Superficie del país,1990,1990,1000 ha,2297,Q,Datos oficiales reportados por los países en questionarios de FAO
